season_year,team_id,team_name,game_id,wl,total_mins,total_points
2022-23,1610612744,Golden State Warriors,0022201230,W,48,157
2020-21,1610612749,Milwaukee Bucks,0022000051,W,48,144
2013-14,1610612751,Brooklyn Nets,0021300359,W,48,130
2013-14,1610612757,Portland Trail Blazers,0021300347,W,48,139
2018-19,1610612745,Houston Rockets,0021801200,W,48,149
2012-13,1610612745,Houston Rockets,0021200718,W,48,140
2013-14,1610612757,Portland Trail Blazers,0021300480,W,48,134
2017-18,1610612751,Brooklyn Nets,0021701193,W,48,124
2019-20,1610612750,Minnesota Timberwolves,0021900782,W,48,142
2014-15,1610612737,Atlanta Hawks,0021400939,W,48,130
2023-24,1610612745,Houston Rockets,0022301024,W,48,147
2015-16,1610612744,Golden State Warriors,0021500236,W,48,135
2015-16,1610612744,Golden State Warriors,0021501026,W,48,130
2022-23,1610612738,Boston Celtics,0022200135,W,48,133
2017-18,1610612743,Denver Nuggets,0021700865,W,48,134
2014-15,1610612745,Houston Rockets,0021401081,W,48,120
2015-16,1610612746,LA Clippers,0021500624,W,53,140
2021-22,1610612762,Utah Jazz,0022100339,W,48,137
2010-11,1610612756,Phoenix Suns,0021000143,W,48,121
2016-17,1610612739,Cleveland Cavaliers,0021600913,W,48,135
2011-12,1610612751,New Jersey Nets,0021100150,L,48,115
2011-12,1610612752,New York Knicks,0021100628,W,48,121
2019-20,1610612745,Houston Rockets,0021900282,W,48,158
2012-13,1610612759,San Antonio Spurs,0021200402,W,48,129
2019-20,1610612745,Houston Rockets,0021900825,W,48,135
2020-21,1610612745,Houston Rockets,0022000318,W,48,136
2019-20,1610612746,LA Clippers,0021901241,W,48,126
2018-19,1610612745,Houston Rockets,0021801163,W,48,130
2016-17,1610612743,Denver Nuggets,0021600827,W,48,132
2016-17,1610612745,Houston Rockets,0021600395,W,48,122
2012-13,1610612752,New York Knicks,0021201156,W,48,120
2020-21,1610612762,Utah Jazz,0022000478,W,48,132
2018-19,1610612745,Houston Rockets,0021800461,W,48,136
2023-24,1610612744,Golden State Warriors,0022301155,W,48,134
2021-22,1610612749,Milwaukee Bucks,0022100161,W,48,112
2011-12,1610612752,New York Knicks,0021100915,W,48,118
2010-11,1610612744,Golden State Warriors,0021000975,W,53,123
2023-24,1610612738,Boston Celtics,0022300872,W,48,140
2021-22,1610612738,Boston Celtics,0022100869,W,48,135
2022-23,1610612738,Boston Celtics,0022200772,W,48,139
2014-15,1610612739,Cleveland Cavaliers,0021400133,W,48,127
2014-15,1610612744,Golden State Warriors,0021400981,W,48,125
2023-24,1610612738,Boston Celtics,0022300389,W,48,145
2021-22,1610612762,Utah Jazz,0022100374,W,48,136
2017-18,1610612745,Houston Rockets,0021700140,W,48,137
2022-23,1610612744,Golden State Warriors,0022200814,W,48,141
2010-11,1610612752,New York Knicks,0021001015,W,48,120
2022-23,1610612749,Milwaukee Bucks,0022200939,W,48,139
2023-24,1610612740,New Orleans Pelicans,0022300575,W,48,132
2023-24,1610612751,Brooklyn Nets,0022301066,W,48,125
2022-23,1610612744,Golden State Warriors,0022200901,W,48,116
2014-15,1610612744,Golden State Warriors,0021400741,W,48,128
2023-24,1610612738,Boston Celtics,0022300955,W,48,127
2023-24,1610612758,Sacramento Kings,0022300303,W,48,131
2021-22,1610612737,Atlanta Hawks,0022100359,W,48,121
2023-24,1610612751,Brooklyn Nets,0022300250,W,48,118
2022-23,1610612746,LA Clippers,0022200902,L,58,175
2023-24,1610612753,Orlando Magic,0022300476,L,58,135
2017-18,1610612765,Detroit Pistons,0021701199,L,48,117
2012-13,1610612752,New York Knicks,0021200697,W,48,120
2020-21,1610612744,Golden State Warriors,0022001017,W,48,136
2016-17,1610612745,Houston Rockets,0021600380,W,48,132
2016-17,1610612739,Cleveland Cavaliers,0021600327,W,48,126
2012-13,1610612759,San Antonio Spurs,0021200284,W,48,132
2010-11,1610612743,Denver Nuggets,0021001192,W,48,130
2012-13,1610612752,New York Knicks,0021200020,W,48,104
2013-14,1610612745,Houston Rockets,0021300234,W,48,114
2010-11,1610612753,Orlando Magic,0021000455,W,48,110
2016-17,1610612745,Houston Rockets,0021600872,W,48,142
2020-21,1610612751,Brooklyn Nets,0022000426,W,48,136
2015-16,1610612744,Golden State Warriors,0021501080,W,48,128
2013-14,1610612747,Los Angeles Lakers,0021300872,W,48,126
2018-19,1610612745,Houston Rockets,0021800686,W,53,138
2012-13,1610612745,Houston Rockets,0021200823,L,48,103
2012-13,1610612745,Houston Rockets,0021200932,L,48,105
2011-12,1610612752,New York Knicks,0021100276,L,48,89
2018-19,1610612744,Golden State Warriors,0021800091,W,48,149
2015-16,1610612744,Golden State Warriors,0021501227,W,48,125
2019-20,1610612742,Dallas Mavericks,0021900482,W,48,141
2015-16,1610612744,Golden State Warriors,0021500468,W,48,122
2017-18,1610612745,Houston Rockets,0021700849,W,48,126
2019-20,1610612746,LA Clippers,0021900763,W,48,128
2017-18,1610612745,Houston Rockets,0021700070,W,48,109
2011-12,1610612753,Orlando Magic,0021100376,W,48,102
2015-16,1610612744,Golden State Warriors,0021500739,W,48,134
2011-12,1610612753,Orlando Magic,0021100184,W,48,102
2017-18,1610612742,Dallas Mavericks,0021700525,W,48,128
2018-19,1610612744,Golden State Warriors,0021800663,W,48,147
2018-19,1610612738,Boston Celtics,0021800115,W,48,117
2015-16,1610612766,Charlotte Hornets,0021500674,W,58,129
2015-16,1610612744,Golden State Warriors,0021501136,L,48,106
2020-21,1610612762,Utah Jazz,0022000752,W,48,137
2010-11,1610612750,Minnesota Timberwolves,0021000291,W,48,129
2014-15,1610612742,Dallas Mavericks,0021400180,W,48,140
2013-14,1610612747,Los Angeles Lakers,0021301060,W,48,127
2010-11,1610612743,Denver Nuggets,0021000984,W,48,131
2021-22,1610612766,Charlotte Hornets,0022100723,W,48,158
2013-14,1610612745,Houston Rockets,0021300811,W,48,134
2021-22,1610612766,Charlotte Hornets,0022100567,W,48,140
2021-22,1610612752,New York Knicks,0022100018,W,48,121
2014-15,1610612757,Portland Trail Blazers,0021400441,W,48,114
2010-11,1610612741,Chicago Bulls,0021000979,W,48,118
2020-21,1610612762,Utah Jazz,0022000342,W,48,138
2014-15,1610612739,Cleveland Cavaliers,0021400985,W,48,123
2014-15,1610612739,Cleveland Cavaliers,0021400766,W,48,120
2013-14,1610612764,Washington Wizards,0021300063,W,48,116
2013-14,1610612747,Los Angeles Lakers,0021300725,W,48,119
2010-11,1610612756,Phoenix Suns,0021001211,W,53,135
2014-15,1610612745,Houston Rockets,0021401117,W,48,115
2014-15,1610612742,Dallas Mavericks,0021400310,L,48,105
2019-20,1610612745,Houston Rockets,0021900870,W,48,140
2016-17,1610612745,Houston Rockets,0021600609,W,48,137
2011-12,1610612748,Miami Heat,0021100197,W,48,120
2011-12,1610612759,San Antonio Spurs,0021100095,W,48,93
2011-12,1610612739,Cleveland Cavaliers,0021100060,W,48,98
2016-17,1610612744,Golden State Warriors,0021600741,W,48,126
2016-17,1610612745,Houston Rockets,0021600239,W,48,117
2016-17,1610612748,Miami Heat,0021601165,W,48,112
2016-17,1610612739,Cleveland Cavaliers,0021600215,W,48,137
2019-20,1610612757,Portland Trail Blazers,0021901272,W,48,125
2016-17,1610612745,Houston Rockets,0021600504,W,48,129
2011-12,1610612753,Orlando Magic,0021100152,W,48,107
2011-12,1610612757,Portland Trail Blazers,0021100899,L,48,103
2019-20,1610612766,Charlotte Hornets,0021900003,W,48,126
2019-20,1610612745,Houston Rockets,0021900061,W,48,159
2019-20,1610612750,Minnesota Timberwolves,0021900696,L,53,129
2011-12,1610612744,Golden State Warriors,0021100353,L,53,106
2022-23,1610612763,Memphis Grizzlies,0022201100,W,48,151
2017-18,1610612745,Houston Rockets,0021700216,W,48,142
2022-23,1610612744,Golden State Warriors,0022200342,W,48,120
2018-19,1610612745,Houston Rockets,0021800844,W,48,120
2017-18,1610612744,Golden State Warriors,0021700713,W,48,126
2020-21,1610612742,Dallas Mavericks,0022000399,W,48,143
2020-21,1610612762,Utah Jazz,0022000129,W,48,131
2020-21,1610612741,Chicago Bulls,0022000385,W,48,129
2022-23,1610612738,Boston Celtics,0022200838,W,48,127
2018-19,1610612760,Oklahoma City Thunder,0021801226,W,48,127
2020-21,1610612745,Houston Rockets,0022000945,W,48,143
2017-18,1610612745,Houston Rockets,0021700706,W,48,104
2020-21,1610612756,Phoenix Suns,0022000822,W,48,126
2022-23,1610612742,Dallas Mavericks,0022200943,W,48,133
2022-23,1610612738,Boston Celtics,0022201216,W,48,120
2017-18,1610612739,Cleveland Cavaliers,0021700807,W,53,140
2018-19,1610612745,Houston Rockets,0021800659,L,53,142
2020-21,1610612745,Houston Rockets,0022001006,L,48,133
2017-18,1610612751,Brooklyn Nets,0021700826,L,58,128
2021-22,1610612738,Boston Celtics,0022101166,W,48,144
2021-22,1610612743,Denver Nuggets,0022100649,W,48,133
2021-22,1610612743,Denver Nuggets,0022100756,W,48,136
2021-22,1610612746,LA Clippers,0022101156,W,48,153
2021-22,1610612749,Milwaukee Bucks,0022100800,W,48,137
2021-22,1610612748,Miami Heat,0022101181,W,48,144
2021-22,1610612749,Milwaukee Bucks,0022100539,W,48,136
2012-13,1610612752,New York Knicks,0021200268,W,48,112
2021-22,1610612766,Charlotte Hornets,0022100281,W,48,133
2021-22,1610612750,Minnesota Timberwolves,0022100424,W,48,124
2021-22,1610612753,Orlando Magic,0022101227,W,48,125
2021-22,1610612762,Utah Jazz,0022100965,W,48,116
2021-22,1610612755,Philadelphia 76ers,0022101178,W,48,131
2021-22,1610612745,Houston Rockets,0022100297,W,53,146
2012-13,1610612746,Los Angeles Clippers,0021200203,L,48,98
2013-14,1610612752,New York Knicks,0021300284,W,48,121
2015-16,1610612744,Golden State Warriors,0021500622,W,48,132
2013-14,1610612757,Portland Trail Blazers,0021300288,W,48,130
2010-11,1610612759,San Antonio Spurs,0021000923,W,48,125
2013-14,1610612744,Golden State Warriors,0021301155,W,48,130
2010-11,1610612752,New York Knicks,0021000533,W,48,121
2015-16,1610612754,Indiana Pacers,0021500209,W,48,123
2015-16,1610612744,Golden State Warriors,0021500556,W,48,128
2010-11,1610612743,Denver Nuggets,0021000995,W,48,114
2010-11,1610612759,San Antonio Spurs,0021001033,W,48,109
2013-14,1610612745,Houston Rockets,0021300192,W,48,112
2015-16,1610612756,Phoenix Suns,0021500533,W,48,111
2013-14,1610612752,New York Knicks,0021300375,W,58,107
2015-16,1610612757,Portland Trail Blazers,0021500564,W,48,115
2013-14,1610612746,Los Angeles Clippers,0021300577,W,48,129
2015-16,1610612745,Houston Rockets,0021500671,W,48,112
2013-14,1610612737,Atlanta Hawks,0021300411,L,53,119
2010-11,1610612756,Phoenix Suns,0021001053,L,63,137
2013-14,1610612744,Golden State Warriors,0021301201,L,53,117
2015-16,1610612739,Cleveland Cavaliers,0021501191,L,48,102
2013-14,1610612751,Brooklyn Nets,0021301061,L,53,111
2015-16,1610612742,Dallas Mavericks,0021500805,L,53,104
2015-16,1610612757,Portland Trail Blazers,0021500971,L,48,112
2018-19,1610612738,Boston Celtics,0021800383,W,48,133
2023-24,1610612740,New Orleans Pelicans,0022300890,W,48,139
2018-19,1610612749,Milwaukee Bucks,0021800133,W,48,144
2012-13,1610612748,Miami Heat,0021200548,W,48,128
2018-19,1610612745,Houston Rockets,0021800326,W,48,136
2023-24,1610612738,Boston Celtics,0022300542,W,48,145
2018-19,1610612766,Charlotte Hornets,0021801209,W,48,124
2023-24,1610612738,Boston Celtics,0022300980,W,48,130
2018-19,1610612745,Houston Rockets,0021801184,W,48,120
2012-13,1610612752,New York Knicks,0021200192,W,48,121
2018-19,1610612737,Atlanta Hawks,0021800036,W,48,133
2012-13,1610612747,Los Angeles Lakers,0021200232,W,48,122
2012-13,1610612756,Phoenix Suns,0021200373,W,48,121
2023-24,1610612742,Dallas Mavericks,0022301083,W,48,125
2023-24,1610612755,Philadelphia 76ers,0022301080,W,48,135
2018-19,1610612745,Houston Rockets,0021800593,W,48,125
2023-24,1610612749,Milwaukee Bucks,0022300976,W,48,140
2012-13,1610612748,Miami Heat,0021201165,W,48,103
2018-19,1610612737,Atlanta Hawks,0021801145,W,53,136
2018-19,1610612747,Los Angeles Lakers,0021800814,W,48,129
2012-13,1610612749,Milwaukee Bucks,0021201179,L,48,104
2018-19,1610612737,Atlanta Hawks,0021800928,L,68,161
2018-19,1610612760,Oklahoma City Thunder,0021800670,L,53,128
2018-19,1610612742,Dallas Mavericks,0021800821,L,48,107
2012-13,1610612752,New York Knicks,0021200178,L,48,103
2019-20,1610612742,Dallas Mavericks,0021900208,W,48,142
2014-15,1610612737,Atlanta Hawks,0021401138,W,48,131
2014-15,1610612754,Indiana Pacers,0021400946,W,48,118
2019-20,1610612761,Toronto Raptors,0021900621,W,48,140
2014-15,1610612744,Golden State Warriors,0021400651,W,48,126
2019-20,1610612745,Houston Rockets,0021900371,W,48,130
2014-15,1610612765,Detroit Pistons,0021400453,W,48,103
2014-15,1610612746,Los Angeles Clippers,0021400293,W,48,120
2014-15,1610612745,Houston Rockets,0021400478,W,48,102
2014-15,1610612745,Houston Rockets,0021400050,W,48,108
2014-15,1610612761,Toronto Raptors,0021400684,W,48,119
2019-20,1610612743,Denver Nuggets,0021900724,W,48,127
2014-15,1610612739,Cleveland Cavaliers,0021401203,W,48,109
2019-20,1610612745,Houston Rockets,0021900318,W,48,119
2014-15,1610612744,Golden State Warriors,0021400814,W,48,110
2014-15,1610612746,Los Angeles Clippers,0021401013,W,48,116
2019-20,1610612742,Dallas Mavericks,0021900668,W,48,133
2019-20,1610612742,Dallas Mavericks,0021900923,W,53,127
2014-15,1610612745,Houston Rockets,0021400846,W,48,110
2019-20,1610612748,Miami Heat,0021900919,W,48,116
2014-15,1610612757,Portland Trail Blazers,0021400424,W,53,115
2019-20,1610612741,Chicago Bulls,0021900226,W,48,116
2019-20,1610612762,Utah Jazz,0021901281,L,58,132
2014-15,1610612759,San Antonio Spurs,0021400375,L,63,116
2014-15,1610612756,Phoenix Suns,0021400313,L,48,97
2011-12,1610612757,Portland Trail Blazers,0021100485,W,48,137
2016-17,1610612739,Cleveland Cavaliers,0021600227,W,48,128
2022-23,1610612738,Boston Celtics,0022200301,W,48,140
2017-18,1610612743,Denver Nuggets,0021701069,W,48,135
2011-12,1610612753,Orlando Magic,0021100843,W,48,119
2016-17,1610612745,Houston Rockets,0021600852,W,48,129
2017-18,1610612757,Portland Trail Blazers,0021700962,W,48,111
2011-12,1610612744,Golden State Warriors,0021100555,W,48,120
2011-12,1610612757,Portland Trail Blazers,0021100354,W,48,117
2022-23,1610612742,Dallas Mavericks,0022200337,W,48,121
2022-23,1610612750,Minnesota Timberwolves,0022201214,W,48,151
2017-18,1610612745,Houston Rockets,0021701101,W,48,118
2016-17,1610612745,Houston Rockets,0021600904,W,48,122
2011-12,1610612753,Orlando Magic,0021100727,W,48,117
2011-12,1610612753,Orlando Magic,0021100430,W,48,103
2017-18,1610612760,Oklahoma City Thunder,0021701227,W,48,137
2017-18,1610612745,Houston Rockets,0021700294,W,48,117
2011-12,1610612751,New Jersey Nets,0021100098,W,48,97
2016-17,1610612745,Houston Rockets,0021601091,W,48,137
2011-12,1610612751,New Jersey Nets,0021100471,W,48,100
2017-18,1610612739,Cleveland Cavaliers,0021700397,W,48,123
2017-18,1610612745,Houston Rockets,0021700593,W,48,116
2011-12,1610612753,Orlando Magic,0021100513,W,48,102
2011-12,1610612751,New Jersey Nets,0021100167,W,48,110
2017-18,1610612748,Miami Heat,0021701054,W,58,149
2016-17,1610612744,Golden State Warriors,0021600937,W,48,119
2011-12,1610612753,Orlando Magic,0021100406,W,48,99
2022-23,1610612744,Golden State Warriors,0022200245,W,48,127
2022-23,1610612745,Houston Rockets,0022200145,W,48,134
2011-12,1610612737,Atlanta Hawks,0021100951,L,48,112
2022-23,1610612748,Miami Heat,0022200419,W,48,110
2017-18,1610612760,Oklahoma City Thunder,0021701133,L,53,125
2011-12,1610612744,Golden State Warriors,0021100886,L,48,104
2011-12,1610612753,Orlando Magic,0021100950,L,53,107
2016-17,1610612745,Houston Rockets,0021600448,L,48,109
2020-21,1610612762,Utah Jazz,0022000942,W,48,154
2020-21,1610612744,Golden State Warriors,0022000836,W,48,147
2020-21,1610612756,Phoenix Suns,0022000462,W,48,128
2020-21,1610612762,Utah Jazz,0022000159,W,48,117
2020-21,1610612749,Milwaukee Bucks,0022000659,W,48,140
2020-21,1610612761,Toronto Raptors,0022000668,W,48,135
2020-21,1610612757,Portland Trail Blazers,0022000535,W,48,123
2010-11,1610612754,Indiana Pacers,0021000101,W,48,144
2010-11,1610612748,Miami Heat,0021000643,W,48,120
2010-11,1610612745,Houston Rockets,0021000281,W,48,127
2010-11,1610612753,Orlando Magic,0021000668,W,48,111
2010-11,1610612752,New York Knicks,0021000797,W,48,105
2010-11,1610612752,New York Knicks,0021000066,W,48,120
2010-11,1610612743,Denver Nuggets,0021000248,W,48,138
2010-11,1610612753,Orlando Magic,0021000912,W,48,99
2010-11,1610612756,Phoenix Suns,0021000675,L,48,107
2023-24,1610612743,Denver Nuggets,0022301130,W,48,142
2023-24,1610612740,New Orleans Pelicans,0022300616,W,48,153
2023-24,1610612739,Cleveland Cavaliers,0022300714,W,48,136
2023-24,1610612742,Dallas Mavericks,0022300398,W,48,144
2023-24,1610612749,Milwaukee Bucks,0022301201,W,48,146
2023-24,1610612749,Milwaukee Bucks,0022300417,W,48,144
2023-24,1610612738,Boston Celtics,0022300797,W,48,129
2023-24,1610612742,Dallas Mavericks,0022300106,W,48,125
2023-24,1610612754,Indiana Pacers,0022300441,W,48,140
2023-24,1610612763,Memphis Grizzlies,0022300491,W,48,127
2023-24,1610612739,Cleveland Cavaliers,0022300364,W,48,124
2023-24,1610612760,Oklahoma City Thunder,0022300710,W,58,135
2023-24,1610612744,Golden State Warriors,0022300650,L,58,144
2023-24,1610612766,Charlotte Hornets,0022301079,L,48,118
2023-24,1610612766,Charlotte Hornets,0022300436,L,48,119
2012-13,1610612745,Houston Rockets,0021200665,W,48,125
2012-13,1610612742,Dallas Mavericks,0021200034,W,48,126
2012-13,1610612759,San Antonio Spurs,0021200137,W,48,126
2012-13,1610612746,Los Angeles Clippers,0021200788,W,48,125
2012-13,1610612747,Los Angeles Lakers,0021200863,W,48,116
2012-13,1610612745,Houston Rockets,0021200455,W,48,123
2012-13,1610612751,Brooklyn Nets,0021200779,W,48,119
2012-13,1610612745,Houston Rockets,0021200815,W,48,106
2012-13,1610612757,Portland Trail Blazers,0021200494,W,48,102
2012-13,1610612752,New York Knicks,0021200656,W,48,106
2012-13,1610612745,Houston Rockets,0021200301,L,53,126
2012-13,1610612751,Brooklyn Nets,0021200646,L,48,106
2016-17,1610612744,Golden State Warriors,0021600223,W,48,149
2015-16,1610612744,Golden State Warriors,0021501011,W,48,121
2022-23,1610612744,Golden State Warriors,0022200205,W,48,132
2013-14,1610612750,Minnesota Timberwolves,0021300505,W,48,126
2016-17,1610612739,Cleveland Cavaliers,0021600999,W,48,128
2013-14,1610612752,New York Knicks,0021300277,W,48,113
2013-14,1610612759,San Antonio Spurs,0021300194,W,48,126
2015-16,1610612739,Cleveland Cavaliers,0021501159,W,48,109
2015-16,1610612744,Golden State Warriors,0021501152,W,48,136
2022-23,1610612758,Sacramento Kings,0022200610,W,48,136
2022-23,1610612750,Minnesota Timberwolves,0022200828,W,48,143
2015-16,1610612739,Cleveland Cavaliers,0021500983,W,48,114
2015-16,1610612766,Charlotte Hornets,0021500338,W,48,123
2022-23,1610612750,Minnesota Timberwolves,0022200449,W,48,150
2013-14,1610612745,Houston Rockets,0021301019,W,48,129
2016-17,1610612745,Houston Rockets,0021600352,W,48,109
2022-23,1610612746,LA Clippers,0022200476,W,48,126
2015-16,1610612744,Golden State Warriors,0021500548,W,48,128
2022-23,1610612749,Milwaukee Bucks,0022200706,W,48,150
2016-17,1610612744,Golden State Warriors,0021600661,W,48,118
2013-14,1610612748,Miami Heat,0021300893,W,48,124
2013-14,1610612760,Oklahoma City Thunder,0021300675,W,48,112
2013-14,1610612751,Brooklyn Nets,0021300579,W,48,127
2015-16,1610612744,Golden State Warriors,0021500971,W,48,128
2015-16,1610612745,Houston Rockets,0021500572,W,48,107
2016-17,1610612739,Cleveland Cavaliers,0021600636,W,48,118
2015-16,1610612739,Cleveland Cavaliers,0021500203,W,48,117
2013-14,1610612745,Houston Rockets,0021300614,W,48,126
2013-14,1610612746,Los Angeles Clippers,0021300844,W,48,123
2022-23,1610612739,Cleveland Cavaliers,0022200090,W,48,121
2022-23,1610612749,Milwaukee Bucks,0022200657,W,48,132
2015-16,1610612744,Golden State Warriors,0021500125,W,48,129
2022-23,1610612757,Portland Trail Blazers,0022200867,W,48,127
2022-23,1610612749,Milwaukee Bucks,0022201179,W,48,140
2015-16,1610612757,Portland Trail Blazers,0021500281,W,48,123
2013-14,1610612759,San Antonio Spurs,0021301174,W,48,109
2013-14,1610612737,Atlanta Hawks,0021300827,W,48,107
2022-23,1610612744,Golden State Warriors,0022201012,W,53,125
2022-23,1610612754,Indiana Pacers,0022200083,W,48,125
2015-16,1610612751,Brooklyn Nets,0021500754,W,48,128
2016-17,1610612751,Brooklyn Nets,0021600986,W,48,120
2022-23,1610612744,Golden State Warriors,0022200685,W,48,120
2016-17,1610612745,Houston Rockets,0021601224,W,48,123
2016-17,1610612739,Cleveland Cavaliers,0021600769,W,53,140
2016-17,1610612738,Boston Celtics,0021600546,W,48,110
2013-14,1610612737,Atlanta Hawks,0021300440,W,53,118
2013-14,1610612747,Los Angeles Lakers,0021300072,W,48,99
2016-17,1610612739,Cleveland Cavaliers,0021601197,L,53,125
2013-14,1610612764,Washington Wizards,0021300784,L,48,112
2013-14,1610612748,Miami Heat,0021300005,L,48,110
2013-14,1610612744,Golden State Warriors,0021300592,L,48,121
2015-16,1610612745,Houston Rockets,0021500365,L,48,108
2016-17,1610612766,Charlotte Hornets,0021600574,L,48,114
2015-16,1610612742,Dallas Mavericks,0021501080,L,48,120
2015-16,1610612757,Portland Trail Blazers,0021501037,L,53,120
2020-21,1610612744,Golden State Warriors,0022000101,W,48,137
2020-21,1610612762,Utah Jazz,0022000676,W,48,118
2020-21,1610612763,Memphis Grizzlies,0022000386,W,48,130
2020-21,1610612738,Boston Celtics,0022000167,W,48,112
2020-21,1610612737,Atlanta Hawks,0022000490,W,48,127
2020-21,1610612742,Dallas Mavericks,0022000764,W,48,111
2020-21,1610612757,Portland Trail Blazers,0022000173,W,48,132
2020-21,1610612762,Utah Jazz,0022000855,L,53,115
2017-18,1610612766,Charlotte Hornets,0021701072,W,48,140
2019-20,1610612749,Milwaukee Bucks,0021900882,W,48,133
2021-22,1610612739,Cleveland Cavaliers,0022100494,W,48,144
2019-20,1610612743,Denver Nuggets,0021900317,W,48,129
2021-22,1610612750,Minnesota Timberwolves,0022100951,W,48,138
2017-18,1610612745,Houston Rockets,0021700779,W,48,120
2017-18,1610612742,Dallas Mavericks,0021700233,W,48,111
2019-20,1610612761,Toronto Raptors,0021900258,W,48,126
2021-22,1610612758,Sacramento Kings,0022100132,W,48,140
2021-22,1610612750,Minnesota Timberwolves,0022100986,W,48,132
2017-18,1610612745,Houston Rockets,0021700823,W,48,130
2017-18,1610612761,Toronto Raptors,0021700769,W,48,130
2021-22,1610612748,Miami Heat,0022100465,W,48,125
2021-22,1610612738,Boston Celtics,0022101057,W,48,126
2017-18,1610612745,Houston Rockets,0021700111,W,48,119
2019-20,1610612758,Sacramento Kings,0021900719,W,48,124
2021-22,1610612748,Miami Heat,0022100596,W,48,123
2021-22,1610612766,Charlotte Hornets,0022101001,W,48,142
2021-22,1610612750,Minnesota Timberwolves,0022100824,W,48,134
2019-20,1610612745,Houston Rockets,0021900107,W,48,129
2021-22,1610612750,Minnesota Timberwolves,0022101058,W,48,138
2019-20,1610612745,Houston Rockets,0021901273,W,48,113
2019-20,1610612766,Charlotte Hornets,0021900306,W,48,106
2019-20,1610612758,Sacramento Kings,0021901310,W,48,136
2017-18,1610612739,Cleveland Cavaliers,0021701207,W,48,123
2021-22,1610612744,Golden State Warriors,0022100252,W,48,119
2019-20,1610612758,Sacramento Kings,0021900945,W,48,123
2019-20,1610612755,Philadelphia 76ers,0021900456,W,48,121
2017-18,1610612748,Miami Heat,0021700272,W,48,109
2019-20,1610612740,New Orleans Pelicans,0021900646,W,48,126
2017-18,1610612743,Denver Nuggets,0021700937,W,48,126
2019-20,1610612745,Houston Rockets,0021900722,W,48,128
2017-18,1610612751,Brooklyn Nets,0021701178,W,48,119
2021-22,1610612748,Miami Heat,0022100370,W,48,113
2021-22,1610612751,Brooklyn Nets,0022100113,W,48,117
2019-20,1610612737,Atlanta Hawks,0021900957,W,58,143
2019-20,1610612745,Houston Rockets,0021901248,W,48,120
2019-20,1610612751,Brooklyn Nets,0021901256,W,48,119
2021-22,1610612745,Houston Rockets,0022100677,W,48,116
2017-18,1610612745,Houston Rockets,0021701064,W,48,115
2017-18,1610612745,Houston Rockets,0021700939,W,48,123
2019-20,1610612742,Dallas Mavericks,0021901238,L,53,149
2019-20,1610612762,Utah Jazz,0021900248,L,48,118
2017-18,1610612750,Minnesota Timberwolves,0021700807,L,53,138
2017-18,1610612742,Dallas Mavericks,0021700081,L,48,110
2017-18,1610612742,Dallas Mavericks,0021700562,L,48,122
2017-18,1610612738,Boston Celtics,0021700650,L,53,113
2017-18,1610612751,Brooklyn Nets,0021700948,L,48,120
2019-20,1610612755,Philadelphia 76ers,0021900897,L,48,130
2019-20,1610612757,Portland Trail Blazers,0021900668,L,48,125
2019-20,1610612762,Utah Jazz,0021901293,L,48,114
2019-20,1610612742,Dallas Mavericks,0021900880,L,48,118
2017-18,1610612749,Milwaukee Bucks,0021700105,L,48,121
2017-18,1610612737,Atlanta Hawks,0021700993,L,48,122
2019-20,1610612751,Brooklyn Nets,0021900253,L,48,110
2019-20,1610612748,Miami Heat,0021901269,L,48,116
2019-20,1610612751,Brooklyn Nets,0021900667,L,48,113
2017-18,1610612751,Brooklyn Nets,0021700511,L,48,113
2017-18,1610612742,Dallas Mavericks,0021700883,L,48,102
2018-19,1610612744,Golden State Warriors,0021801150,W,48,137
2018-19,1610612755,Philadelphia 76ers,0021800652,W,48,149
2018-19,1610612742,Dallas Mavericks,0021801092,W,48,126
2018-19,1610612744,Golden State Warriors,0021800655,W,48,142
2018-19,1610612745,Houston Rockets,0021801099,W,48,113
2018-19,1610612761,Toronto Raptors,0021800993,W,48,125
2018-19,1610612738,Boston Celtics,0021800566,W,48,114
2018-19,1610612751,Brooklyn Nets,0021801221,W,48,113
2018-19,1610612745,Houston Rockets,0021801048,W,48,117
2018-19,1610612763,Memphis Grizzlies,0021801225,W,48,132
2018-19,1610612749,Milwaukee Bucks,0021800527,W,48,129
2018-19,1610612745,Houston Rockets,0021800945,W,48,115
2018-19,1610612741,Chicago Bulls,0021800928,W,68,168
2018-19,1610612737,Atlanta Hawks,0021800946,W,48,123
2018-19,1610612744,Golden State Warriors,0021800583,W,48,127
2018-19,1610612745,Houston Rockets,0021800565,W,53,135
2018-19,1610612745,Houston Rockets,0021801070,L,53,125
2010-11,1610612753,Orlando Magic,0021000056,W,48,128
2010-11,1610612743,Denver Nuggets,0021000575,W,48,130
2010-11,1610612752,New York Knicks,0021001177,W,48,116
2010-11,1610612753,Orlando Magic,0021000500,W,48,110
2010-11,1610612759,San Antonio Spurs,0021001138,W,48,114
2010-11,1610612744,Golden State Warriors,0021000454,W,48,110
2010-11,1610612752,New York Knicks,0021001155,W,48,131
2010-11,1610612752,New York Knicks,0021000243,W,58,125
2010-11,1610612756,Phoenix Suns,0021000376,W,48,128
2010-11,1610612743,Denver Nuggets,0021000785,W,48,121
